Cm,Ch,Bm,Bh,T,sR,sG,sB,L,A,B
0.042,0.059,0.01,0.8,0.19,186,117,101,56.18784749798576,25.29516239338303,20.174372569977407
0.042,0.059,0.01,0.8,0.25,185,121,99,56.96677167133477,22.467908865986097,22.340275734621386
0.042,0.15,0.01,0.6,0.01,161,76,77,43.18373180325874,35.297465540829634,16.219658257381475
0.042,0.15,0.01,0.6,0.07,162,101,91,49.183138328717035,23.414801584626666,15.986649376273576
0.042,0.15,0.01,0.6,0.13,162,103,96,49.76849426485752,22.864103510389977,13.833281399821217
0.042,0.15,0.01,0.6,0.19,167,113,103,52.95387348989652,20.078470406420358,14.22024391007799
0.042,0.15,0.01,0.6,0.25,169,106,100,51.45313630328724,24.473345906704857,13.93988749687165
0.042,0.15,0.01,0.7,0.01,166,74,71,43.446501926405375,37.70852777537226,20.360290190976627
0.042,0.15,0.01,0.7,0.07,167,100,91,49.59814477515471,26.008324614512247,16.65919933125155
0.042,0.15,0.01,0.7,0.13,168,103,95,50.511971491020105,25.175959857958176,15.568298680080295
0.042,0.15,0.01,0.7,0.19,168,114,101,53.27411837482177,19.675111289794543,15.845636965152888
0.042,0.15,0.01,0.7,0.25,172,109,101,52.560424461800025,24.113742396716987,14.941139689074356
0.042,0.15,0.01,0.8,0.01,169,76,77,44.43156608552675,38.32430829863382,18.112926528140004
0.042,0.15,0.01,0.8,0.07,169,103,87,50.47911052661139,24.72371678569596,20.24220168609189
0.042,0.15,0.01,0.8,0.13,169,103,97,50.684440554474975,25.80502379108207,14.646365798400996
0.042,0.15,0.01,0.8,0.19,171,111,99,52.869104106656266,22.35482250659787,16.51316869163828
0.042,0.15,0.01,0.8,0.25,174,110,99,53.00454925325545,24.130443150016166,16.75896793257763
0.042,0.32,0.01,0.6,0.01,131,61,63,35.04562010526783,30.290525819251986,13.110527074734557
0.042,0.32,0.01,0.6,0.07,145,95,93,45.62563478315454,20.139890507249792,9.531026919497865
0.042,0.32,0.01,0.6,0.13,146,96,101,46.19822263872375,21.071289305665598,5.533944117126066
0.042,0.32,0.01,0.6,0.19,143,107,98,48.556109036502434,13.011004522286207,10.619493395423873
0.042,0.32,0.01,0.6,0.25,155,113,103,51.5615267860656,15.17740804021278,12.073290355289611
0.042,0.32,0.01,0.7,0.01,133,61,61,35.322235137537625,30.889705820848935,14.805337734404
0.042,0.32,0.01,0.7,0.07,146,93,91,45.212631047800144,21.4452912585783,10.17714580082224
0.042,0.32,0.01,0.7,0.13,146,94,102,45.736732434275716,22.372826782888268,4.267823247318825
0.042,0.32,0.01,0.7,0.19,147,106,100,48.79781301356459,15.526635650430942,9.837517292266696
0.042,0.32,0.01,0.7,0.25,155,111,101,51.00868872194283,16.059155907868274,12.47664520159988
0.042,0.32,0.01,0.8,0.01,140,61,69,36.63480125330225,34.374890714869075,11.717006804206376
0.042,0.32,0.01,0.8,0.07,148,95,86,45.84095014979853,20.492401497999136,14.097708741216175
0.042,0.32,0.01,0.8,0.13,154,100,95,48.01945032782017,21.19483113037013,11.847000638777816
0.042,0.32,0.01,0.8,0.19,155,106,103,49.80398250284091,19.20480215086229,9.608466206216647
0.042,0.32,0.01,0.8,0.25,159,113,101,51.972398017886036,16.555399073359734,13.885000162756711
0.097,0.003,0.01,0.6,0.01,222,182,143,76.65857960176405,9.04647541679282,25.28747370382145
0.097,0.003,0.01,0.6,0.07,206,151,101,66.6670153044608,14.803481811536512,34.31205639973363
0.097,0.003,0.01,0.6,0.13,194,134,83,60.907287997387925,17.544050084430218,36.43266354886988
0.097,0.003,0.01,0.6,0.19,182,123,81,56.78572758703912,18.401562746196475,32.10712642285816
0.097,0.003,0.01,0.6,0.25,170,114,75,53.0452619062049,17.824156167679405,30.434794837924915
0.097,0.003,0.01,0.7,0.01,222,181,144,76.4291291979452,9.698968194072288,24.442602189255027
0.097,0.003,0.01,0.7,0.07,207,153,101,67.26626327673846,14.130310461909545,35.092313939778805
0.097,0.003,0.01,0.7,0.13,194,134,81,60.88049072517403,17.38541108745889,37.4600906132593
0.097,0.003,0.01,0.7,0.19,182,123,80,56.77109695274038,18.316594237222926,32.63583072816001
0.097,0.003,0.01,0.7,0.25,169,115,79,53.232822513928255,17.188835839751004,28.413580011649486
0.097,0.003,0.01,0.8,0.01,223,182,143,76.7544543496421,9.438962135589147,25.433306381587293
0.097,0.003,0.01,0.8,0.07,208,154,102,67.63455006899657,14.092537299362384,35.049701101619824
0.097,0.003,0.01,0.8,0.13,194,133,82,60.650924347614165,18.014961830035368,36.65132275328678
0.097,0.003,0.01,0.8,0.19,182,124,77,56.97294222621058,17.511307289652944,34.51324143222614
0.097,0.003,0.01,0.8,0.25,168,115,78,53.097268504123065,16.669568930724022,28.776755394345145
0.097,0.017,0.01,0.6,0.01,205,143,109,64.74492441463485,19.522887931945508,27.478042809636484
0.097,0.017,0.01,0.6,0.07,189,123,85,57.69310666349921,21.682766978265434,31.228644697778087
0.097,0.017,0.01,0.6,0.13,180,110,78,53.38898176756365,24.53693682881486,29.459420962261596
0.097,0.017,0.01,0.6,0.19,171,100,81,49.936351388893755,26.629350945504893,23.071637481028663
0.097,0.017,0.01,0.6,0.25,168,99,69,49.102315318908936,24.904916208924877,28.831508139244388
0.097,0.017,0.01,0.7,0.01,209,141,109,64.72975298190323,22.230243719484566,27.543927673353984
0.097,0.017,0.01,0.7,0.07,190,123,88,57.86232389069019,22.358881651293128,29.81005028707624
0.097,0.017,0.01,0.7,0.13,180,111,76,53.59235513103414,23.818749919296998,30.833017624516323
0.097,0.017,0.01,0.7,0.19,174,101,79,50.53426982001983,27.123056469206986,25.08607944733685
0.097,0.017,0.01,0.7,0.25,165,99,69,48.700279309136945,23.643230145652172,28.242467439565434
0.097,0.017,0.01,0.8,0.01,209,144,104,65.35720631822298,20.122081219396847,31.09321501121547
0.097,0.017,0.01,0.8,0.07,191,122,84,57.68822796428802,22.9809359166131,31.825585513221256
0.097,0.017,0.01,0.8,0.13,182,111,76,53.851127121490805,24.652762605941735,31.211605155223765
0.097,0.017,0.01,0.8,0.19,173,102,79,50.62927374593846,26.159638650373964,25.182332902145976
0.097,0.017,0.01,0.8,0.25,163,97,68,47.946554696930306,23.840267684814066,27.81237676458327
0.097,0.059,0.01,0.6,0.01,179,94,83,49.753076993129355,33.28554546698259,21.869090595792628
0.097,0.059,0.01,0.6,0.07,169,89,77,47.12468638460839,31.489821187754618,21.681388177437
0.097,0.059,0.01,0.6,0.13,160,91,76,46.280399768481345,26.659561118796415,20.926489388575543
0.097,0.059,0.01,0.6,0.19,158,95,73,46.88745132416949,23.298889158332724,23.43345620521975
0.097,0.059,0.01,0.6,0.25,153,94,75,46.02202491160025,21.955046264582446,21.002440853660364
0.097,0.059,0.01,0.7,0.01,182,96,80,50.55711755992765,33.14062663761813,24.75455328154107
0.097,0.059,0.01,0.7,0.07,174,92,75,48.46108905152154,31.69330298445372,24.734165673976673
0.097,0.059,0.01,0.7,0.13,166,90,76,46.89606320328467,29.654284929473697,21.892436035270567
0.097,0.059,0.01,0.7,0.19,158,93,75,46.45195013407017,24.61619765367884,21.691830136803027
0.097,0.059,0.01,0.7,0.25,155,90,75,45.342645658288006,25.062295107613764,20.15630746697621
0.097,0.059,0.01,0.8,0.01,188,96,81,51.439339246492764,35.571483056242805,25.484906408600505
0.097,0.059,0.01,0.8,0.07,173,96,74,49.18347701259387,29.03533409869591,26.21222535172817
0.097,0.059,0.01,0.8,0.13,167,95,68,48.027854030467,26.632083239592763,28.031485256564824
0.097,0.059,0.01,0.8,0.19,162,94,72,47.17568150413726,25.444105177583552,24.49577594892547
0.097,0.059,0.01,0.8,0.25,157,94,73,46.516904937995385,23.444938013521877,22.927007744224127
0.097,0.15,0.01,0.6,0.01,154,74,67,41.488482339561244,32.74199408681602,19.86663687251027
0.097,0.15,0.01,0.6,0.07,143,81,73,41.53996878900333,24.99163641345403,15.9895953491361
0.097,0.15,0.01,0.6,0.13,143,81,74,41.56097705980994,25.097573050872235,15.407790711478963
0.097,0.15,0.01,0.6,0.19,142,87,70,42.7763770272743,20.811883743478642,19.429772961767288
0.097,0.15,0.01,0.6,0.25,141,92,69,43.86644327287104,17.37198599667844,21.43077591760665
0.097,0.15,0.01,0.7,0.01,159,76,64,42.62624452344981,33.405919679581956,23.302888198042037
0.097,0.15,0.01,0.7,0.07,151,78,74,42.033776889944605,30.026700850424028,16.242244735669566
0.097,0.15,0.01,0.7,0.13,150,83,75,43.03003780442773,26.944674262540104,16.95010528902624
