Cm,Ch,Bm,Bh,T,sR,sG,sB,L,A,B
0.0135,0.16,0.01,0.85,0.115,186,105,117,54.03827443552538,33.658177090486184,7.554062361353453
0.0135,0.16,0.01,0.85,0.12,187,106,113,54.39009655388206,32.7433217200031,10.505604316155104
0.0135,0.16,0.01,0.85,0.125,183,108,118,54.43646980258454,30.886408123419585,7.434851858806568
0.0135,0.16,0.01,0.85,0.13,184,109,116,54.67648161793835,30.553233838653437,8.911138877862657
0.0135,0.16,0.01,0.85,0.135,184,111,119,55.1862057261083,29.667649606670345,8.233933056014052
0.0135,0.32,0.01,0.6,0.115,152,98,115,47.9569401059176,24.363155499682097,-0.5187923489221369
0.0135,0.32,0.01,0.6,0.12,153,102,116,49.02852406593685,22.551190286362434,0.41519865213153206
0.0135,0.32,0.01,0.6,0.125,152,109,119,50.784018172996326,19.050934682038665,0.9066338839848864
0.0135,0.32,0.01,0.6,0.13,155,108,121,51.05191270356953,20.76821122383643,0.483936514648442
0.0135,0.32,0.01,0.6,0.135,152,110,119,50.95095282409042,18.333980401861403,1.3703931083611787
0.0135,0.32,0.01,0.65,0.115,157,96,116,48.08342778579279,27.459127588299324,-0.7392302373387283
0.0135,0.32,0.01,0.65,0.12,158,98,118,48.98506727348146,26.956965771674447,-0.9161889473354057
0.0135,0.32,0.01,0.65,0.125,157,104,117,50.21374259414827,22.872841092330955,1.8959439689936186
0.0135,0.32,0.01,0.65,0.13,157,105,122,50.520209609506665,23.33234142189572,-1.1951994162779034
0.0135,0.32,0.01,0.65,0.135,158,107,120,50.98178284662521,22.203385420300204,0.7851256791015393
0.0135,0.32,0.01,0.75,0.115,161,100,115,49.66257658521246,26.560833716407995,2.3446759742528522
0.0135,0.32,0.01,0.75,0.12,162,101,119,50.06643603291306,26.97077577819462,0.29292201036270615
0.0135,0.32,0.01,0.75,0.125,160,103,117,50.22327653796931,24.607286204246847,1.9475667726626122
0.0135,0.32,0.01,0.75,0.13,159,105,122,50.70119642648366,23.95358904515177,-0.6446566855588198
0.0135,0.32,0.01,0.75,0.135,158,104,123,50.45735039051327,24.09272627271425,-1.7694576900125103
0.0135,0.32,0.01,0.8,0.115,163,100,113,49.902529190670734,27.088121834439317,3.444441635252926
0.0135,0.32,0.01,0.8,0.12,163,96,118,49.12430082217364,29.91959083239942,-0.43906220888279
0.0135,0.32,0.01,0.8,0.125,165,100,116,50.08322440471039,28.360618472721978,2.1594026024732482
0.0135,0.32,0.01,0.8,0.13,165,103,122,51.0623454277934,27.586617051010897,0.2724648877079572
0.0135,0.32,0.01,0.8,0.135,167,104,124,51.65417098388744,28.070883294132322,-0.37001857834431107
0.0135,0.32,0.01,0.85,0.115,164,100,114,50.057627095238246,27.678188663778524,3.526537910086036
0.0135,0.32,0.01,0.85,0.12,167,97,118,49.726996660686794,30.796050078264635,0.7084928564663695
0.0135,0.32,0.01,0.85,0.125,165,101,114,50.34340098135422,27.774058194954378,3.484208810482481
0.0135,0.32,0.01,0.85,0.13,166,105,122,51.59260455079368,26.865890666109948,0.6319318593803525
0.0135,0.32,0.01,0.85,0.135,166,106,124,51.99524140756387,26.43399492523335,0.25922932318314107
